QGC WPL 110
53	0	3	16	0.000000	0.000000	0.000000	90	50.901115	8.900775	69.8	1
6	0	3	115	90	90	0.000000	0	0.000000	0.000000	0.000000	1
55	0	3	16	0.000000	0.000000	0.000000	90	50.901115	8.903334	63.1	1
6	0	3	115	90	90	0.000000	0	0.000000	0.000000	0.000000	1
57	0	3	16	0.000000	0.000000	0.000000	90	50.901115	8.903547	54.1	1
6	0	3	115	90	90	0.000000	0	0.000000	0.000000	0.000000	1
59	0	3	16	0.000000	0.000000	0.000000	90	50.900932	8.903505	42.1	1
6	0	3	115	90	90	0.000000	0	0.000000	0.000000	0.000000	1
61	0	3	16	0.000000	0.000000	0.000000	90	50.900928	8.902735	71.8	1
6	0	3	115	90	90	0.000000	0	0.000000	0.000000	0.000000	1
63	0	3	16	0.000000	0.000000	0.000000	90	50.900928	8.901456	74	1
6	0	3	115	90	90	0.000000	0	0.000000	0.000000	0.000000	1
65	0	3	16	0.000000	0.000000	0.000000	90	50.900928	8.900177	68.1	1
6	0	3	115	90	90	0.000000	0	0.000000	0.000000	0.000000	1
67	0	3	16	0.000000	0.000000	0.000000	90	50.900928	8.898897	60.2	1
6	0	3	115	90	90	0.000000	0	0.000000	0.000000	0.000000	1
69	0	3	16	0.000000	0.000000	0.000000	90	50.900928	8.898172	36.4	1
6	0	3	115	90	90	0.000000	0	0.000000	0.000000	0.000000	1
71	0	3	16	0.000000	0.000000	0.000000	90	50.900755	8.897965	49.8	1
6	0	3	115	90	90	0.000000	0	0.000000	0.000000	0.000000	1
73	0	3	16	0.000000	0.000000	0.000000	90	50.900741	8.898162	56.3	1
6	0	3	115	90	90	0.000000	0	0.000000	0.000000	0.000000	1
75	0	3	16	0.000000	0.000000	0.000000	90	50.900741	8.899441	58.8	1
6	0	3	115	90	90	0.000000	0	0.000000	0.000000	0.000000	1
77	0	3	16	0.000000	0.000000	0.000000	90	50.900741	8.902	74.9	1
6	0	3	115	90	90	0.000000	0	0.000000	0.000000	0.000000	1
79	0	3	16	0.000000	0.000000	0.000000	90	50.900741	8.90328	45.8	1
6	0	3	115	90	90	0.000000	0	0.000000	0.000000	0.000000	1
81	0	3	16	0.000000	0.000000	0.000000	90	50.900741	8.903407	46.7	1
6	0	3	115	90	90	0.000000	0	0.000000	0.000000	0.000000	1
83	0	3	16	0.000000	0.000000	0.000000	90	50.900558	8.903353	48.3	1
6	0	3	115	90	90	0.000000	0	0.000000	0.000000	0.000000	1
85	0	3	16	0.000000	0.000000	0.000000	90	50.900554	8.902498	72	1
6	0	3	115	90	90	0.000000	0	0.000000	0.000000	0.000000	1
87	0	3	16	0.000000	0.000000	0.000000	90	50.900554	8.901219	48.9	1
6	0	3	115	90	90	0.000000	0	0.000000	0.000000	0.000000	1
89	0	3	16	0.000000	0.000000	0.000000	90	50.900554	8.899939	45.4	1
6	0	3	115	90	90	0.000000	0	0.000000	0.000000	0.000000	1
91	0	3	16	0.000000	0.000000	0.000000	90	50.900554	8.89866	40.9	1
6	0	3	115	90	90	0.000000	0	0.000000	0.000000	0.000000	1
93	0	3	16	0.000000	0.000000	0.000000	90	50.900554	8.897765	42.9	1
6	0	3	115	90	90	0.000000	0	0.000000	0.000000	0.000000	1
95	0	3	16	0.000000	0.000000	0.000000	90	50.900381	8.897527	42.9	1
6	0	3	115	90	90	0.000000	0	0.000000	0.000000	0.000000	1
97	0	3	16	0.000000	0.000000	0.000000	90	50.900367	8.898833	44.6	1
6	0	3	115	90	90	0.000000	0	0.000000	0.000000	0.000000	1
99	0	3	16	0.000000	0.000000	0.000000	90	50.900367	8.900112	48.6	1
6	0	3	115	90	90	0.000000	0	0.000000	0.000000	0.000000	1
101	0	3	16	0.000000	0.000000	0.000000	90	50.900367	8.901392	51	1
6	0	3	115	90	90	0.000000	0	0.000000	0.000000	0.000000	1
103	0	3	16	0.000000	0.000000	0.000000	90	50.900367	8.903268	51.2	1
105	0	3	20	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1
